Video,Timestamp(ms),MatchedName,Confidence
Transcodes/IMG_298.mp4,20487,Millie,100.0
Transcodes/IMG_298.mp4,20487,Jojo,100.0
Transcodes/IMG_298.mp4,20487,Tom,100.0
Transcodes/IMG_298.mp4,20487,Kari,100.0
Transcodes/IMG_298.mp4,20987,Jojo,100.0
Transcodes/IMG_298.mp4,20987,Millie,100.0
Transcodes/IMG_298.mp4,20987,Millie,100.0
Transcodes/IMG_298.mp4,20987,Tom,100.0
Transcodes/IMG_298.mp4,20987,Kari,100.0
Transcodes/IMG_298.mp4,21488,Jojo,100.0
Transcodes/IMG_298.mp4,21488,Millie,100.0
Transcodes/IMG_298.mp4,21488,Millie,100.0
Transcodes/IMG_298.mp4,21488,Tom,100.0
Transcodes/IMG_298.mp4,21488,Kari,100.0
Transcodes/IMG_298.mp4,21988,Millie,100.0
Transcodes/IMG_298.mp4,21988,Tom,100.0
Transcodes/IMG_298.mp4,21988,Kari,100.0
Transcodes/IMG_298.mp4,22489,Jojo,100.0
Transcodes/IMG_298.mp4,22489,Millie,100.0
Transcodes/IMG_298.mp4,22489,Tom,100.0
Transcodes/IMG_298.mp4,22489,Kari,100.0
Transcodes/IMG_298.mp4,22989,Jojo,100.0
Transcodes/IMG_298.mp4,22989,Millie,100.0
Transcodes/IMG_298.mp4,22989,Tom,100.0
Transcodes/IMG_298.mp4,22989,Kari,100.0
Transcodes/IMG_298.mp4,23490,Jojo,100.0
Transcodes/IMG_298.mp4,23490,Millie,100.0
Transcodes/IMG_298.mp4,23490,Tom,100.0
Transcodes/IMG_298.mp4,23490,Kari,100.0
Transcodes/IMG_298.mp4,23990,Jojo,100.0
Transcodes/IMG_298.mp4,23990,Millie,100.0
Transcodes/IMG_298.mp4,23990,Tom,100.0
Transcodes/IMG_298.mp4,23990,Kari,100.0
Transcodes/IMG_298.mp4,24491,Jojo,100.0
Transcodes/IMG_298.mp4,24491,Millie,100.0
Transcodes/IMG_298.mp4,24491,Tom,100.0
Transcodes/IMG_298.mp4,24491,Kari,100.0
Transcodes/IMG_298.mp4,24991,Jojo,100.0
Transcodes/IMG_298.mp4,24991,Millie,100.0
Transcodes/IMG_298.mp4,24991,Tom,100.0
Transcodes/IMG_298.mp4,24991,Kari,100.0
Transcodes/IMG_298.mp4,25492,Jojo,100.0
Transcodes/IMG_298.mp4,25492,Millie,100.0
Transcodes/IMG_298.mp4,25492,Tom,100.0
Transcodes/IMG_298.mp4,25492,Kari,100.0
Transcodes/IMG_298.mp4,25992,Jojo,100.0
Transcodes/IMG_298.mp4,25992,Millie,100.0
Transcodes/IMG_298.mp4,25992,Kari,100.0
Transcodes/IMG_298.mp4,26493,Kari,100.0
Transcodes/IMG_298.mp4,26993,Tom,100.0
Transcodes/IMG_298.mp4,26993,Kari,100.0
Transcodes/IMG_4119.mp4,0,Jojo,100.0
Transcodes/IMG_4119.mp4,0,Millie,100.0
Transcodes/IMG_4119.mp4,500,Jojo,100.0
Transcodes/IMG_4119.mp4,500,Millie,100.0
Transcodes/IMG_4119.mp4,999,Jojo,100.0
Transcodes/IMG_4119.mp4,1500,Jojo,100.0
Transcodes/IMG_4119.mp4,1500,Millie,100.0
Transcodes/IMG_4119.mp4,2000,Jojo,100.0
Transcodes/IMG_4119.mp4,2000,Millie,100.0
Transcodes/IMG_4119.mp4,2500,Jojo,100.0
Transcodes/IMG_4119.mp4,2500,Millie,100.0
Transcodes/IMG_4119.mp4,2999,Jojo,100.0
Transcodes/IMG_4119.mp4,2999,Millie,100.0
Transcodes/IMG_4119.mp4,3499,Jojo,100.0
Transcodes/IMG_4119.mp4,3499,Millie,100.0
Transcodes/IMG_4119.mp4,3999,Jojo,100.0
Transcodes/IMG_4119.mp4,3999,Millie,100.0
Transcodes/IMG_4119.mp4,4499,Jojo,100.0
Transcodes/IMG_4119.mp4,4499,Millie,100.0
Transcodes/IMG_4119.mp4,5000,Jojo,100.0
Transcodes/IMG_4119.mp4,5000,Millie,100.0
Transcodes/IMG_4119.mp4,5500,Jojo,100.0
Transcodes/IMG_4119.mp4,5500,Millie,100.0
